S_USAFire_FireshedReg_FireshedOBJECTID,S_USAFire_FireshedReg_FireshedAREA_HA,S_USAFire_FireshedReg_FireshedFIRESHED_ID,S_USAFire_FireshedReg_FireshedFIRESHED_NAME,S_USAFire_FireshedReg_FireshedFIRESHED_CODE,S_USAFire_FireshedReg_FireshedFIRESHED_STATE,S_USAFire_FireshedReg_FireshedNOPAS,S_USAFire_FireshedReg_Fireshed_ExpOBJECTID,S_USAFire_FireshedReg_Fireshed_ExpFSHED_ID,S_USAFire_FireshedReg_Fireshed_ExpEXP_TOTAL,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_PROTECTED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGED,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_FOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_CONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDFOREST,S_USAFire_FireshedReg_Fireshed_ExpEXP_USFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_MANAGEDCONIFER,S_USAFire_FireshedReg_Fireshed_ExpEXP_NONFS_NONCONIFER_HIHAZ,S_USAFire_FireshedReg_Fireshed_ExpDIST_VS,S_USAFire_FireshedReg_Fireshed_ExpCRISIS_STRATEGY,S_USAFire_FireshedReg_Fireshed_ExpKEY_PERFORMANCE_INDICATOR,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpNATIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_USFS_RANK,S_USAFire_FireshedReg_Fireshed_ExpREGIONAL_ALL_LAND_RANK,S_USAFire_FireshedReg_Fireshed_ExpSTART_DATE,S_USAFire_FireshedReg_Fireshed_ExpEND_DATE
6448,121306,6373,"Athens, Georgia",athens_ga,GA,12,14040,6373,1.11883795,,1.11883795,,0.01193941,,1.10689854,,0.43301226,,0.68582569,,,,0.42330073,,,,2021,,,,1791,,873,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6449,111624,6374,"Tulia, Texas",tulia_tx,TX,12,14041,6374,1.39614794,,1.39614794,,,,1.39614794,,,,1.39614794,,,,,,,,2021,,,,7359,,1881,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6450,92379,6375,"Summerton, South Carolina",summerton_sc,SC,9,14042,6375,3.66274697,,3.66274697,,0.22046981,,3.44227716,,0.81075587,,2.8519911,,,,0.77150074,,,,2021,,,,1381,,684,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6451,82698,6376,"Lincolnton, Georgia",lincolnton_ga,GA,8,14043,6376,0.12005272,0.00037665,0.11967607,,0.00086127,0.00037665,0.1188148,0.00037665,0.09420407,,0.025472,,,0.00037665,0.09337805,,,,2021,,,1584,2919,303,1339,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6452,82931,6377,"Orangeburg, South Carolina",orangeburg_sc,SC,8,14044,6377,1.50803086,,1.50803086,,,,1.50803086,,0.22184274,,1.28618812,,,,0.22184274,,,,2021,,,,2292,,1112,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6453,89696,6378,"Cache, Oklahoma",cache_ok,OK,9,14045,6378,16.14926311,,16.14926311,,0.00011841,,16.1491447,,0.18659469,,15.96266843,,,,0.18659469,,,,2021,,,,2425,,1164,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6454,124572,6379,"Georgetown, South Carolina",georgetown_sc,SC,12,14046,6379,20.63937659,,20.63937659,,0.27843835,,20.36093824,,8.03234027,,12.60703633,,,,8.01278359,,,,2021,,,,276,,115,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6455,140201,6380,"Hot Springs, Arkansas",hot_springs_ar,AR,15,14047,6380,6.33837842,0.08272517,6.25565325,0.00018192,0.01066769,0.08254324,6.24498556,0.08272517,4.27794535,,1.9777079,,,0.08254324,4.26727766,,,,2021,,,803,455,136,194,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6456,81065,6381,"Childress, Texas",childress_tx,TX,8,14048,6381,1.94785954,,1.94785954,,0.00011878,,1.94774077,,,,1.94785954,,,,,,,,2021,,,,7360,,1882,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6457,107425,6382,"Bonneau Beach, South Carolina",bonneau_beach_sc,SC,11,14049,6382,5.37838884,0.47812941,4.90025944,,0.41399337,0.47812941,4.48626607,0.21826381,0.87951699,0.25986558,4.02074245,,,0.21826381,0.81845196,,,,2021,,,574,1192,90,593,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6458,76166,6383,"Springlake, Texas",springlake_tx,TX,8,14050,6383,0.231,,0.231,,,,0.231,,,,0.231,,,,,,,,2021,,,,7361,,1883,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6459,115940,6384,"Pontotoc, Mississippi",pontotoc_ms,MS,12,14051,6384,4.31133997,0.01913384,4.29220613,0.01124264,0.00282759,0.0078912,4.28937853,0.01913384,1.50680574,,2.78540039,,,0.0078912,1.50628098,,,,2021,,,1251,951,226,457,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6460,103226,6385,"Clebit, Oklahoma",clebit_ok,OK,11,14052,6385,7.68366821,,7.68366821,,1.36978297,,6.31388525,,5.26580803,,2.41786018,,,,4.19306739,,,,2021,,,,471,,205,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6461,91096,6386,"Smithville, Oklahoma",smithville_ok,OK,9,14053,6386,4.29564986,0.39124609,3.90440378,0.05198908,0.00050015,0.339257,3.90390363,0.39124609,2.88410833,,1.02029545,,,0.339257,2.88360818,,,,2021,,,460,589,57,266,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6462,78032,6387,"Fulton, Mississippi",fulton_ms,MS,8,14054,6387,0.84645569,,0.84645569,,0.02206283,,0.82439286,,0.42216482,,0.42429086,,,,0.42216482,,,,2021,,,,1794,,875,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6463,99727,6388,"Rockmart, Georgia",rockmart_ga,GA,10,14055,6388,4.21113169,,4.21113169,,0.13980884,,4.07132285,,2.67819177,,1.53293992,,,,2.54292157,,,,2021,,,,697,,320,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6464,86780,6389,"Kennesaw, Georgia",kennesaw_ga,GA,9,14056,6389,4.23751176,,4.23751176,,0.04582814,,4.19168363,,1.91286631,,2.32464546,,,,1.87000731,,,,2021,,,,850,,398,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6465,66601,6390,"Albert, Arkansas",albert_ar,AR,7,14057,6390,0.51667323,0.12343019,0.39324303,0.01031425,,0.11311592,0.39324303,0.12308894,0.21092824,0.00034125,0.18231478,,,0.11277467,0.21092824,,,,2021,,,744,2014,122,988,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6466,106259,6391,"Haleyville, Alabama",haleyville_al,AL,11,14058,6391,2.29660345,0.01158663,2.28501683,,,0.01158663,2.28501683,0.0112144,1.34916088,0.00037223,0.93585595,,,0.0112144,1.34916088,,,,2021,,,1201,1010,215,488,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6467,87363,6392,"Wapanucka, Oklahoma",wapanucka_ok,OK,9,14059,6392,21.2418699,,21.2418699,,0.13923899,,21.10263091,,5.70529382,,15.53657608,,,,5.62054947,,,,2021,,,,380,,158,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6468,89813,6393,"Marks, Mississippi",marks_ms,MS,9,14060,6393,0.3669373,,0.3669373,,0.00468195,,0.36225535,,0.11613027,,0.25080703,,,,0.11613027,,,,2021,,,,2769,,1293,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6469,88180,6394,"Kirkland, Texas",kirkland_tx,TX,9,14061,6394,0.36546688,,0.36546688,,,,0.36546688,,0.00064926,,0.36481762,,,,0.00064926,,,,2021,,,,4819,,1714,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6470,104976,6395,"Tupelo, Mississippi",tupelo_ms,MS,11,14062,6395,2.64373584,,2.64373584,,,,2.64373584,,0.75709865,,1.88663719,,,,0.75709865,,,,2021,,,,1395,,689,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6471,88996,6396,"Elaine, Arkansas",elaine_ar,AR,9,14063,6396,0.0002,,0.0002,,0,,0.0002,,,,0.0002,,,,,,,,2021,,,,7362,,1884,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6472,108475,6397,"Tipton, Oklahoma",tipton_ok,OK,11,14064,6397,0.24658164,,0.24658164,,0,,0.24658164,,1.91e-06,,0.24657973,,,,1.91e-06,,,,2021,,,,5197,,1754,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6473,67301,6398,"Turkey, Texas",turkey_tx,TX,7,14065,6398,1.90278957,,1.90278957,,,,1.90278957,,,,1.90278957,,,,,,,,2021,,,,7363,,1885,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6474,81065,6399,"Hulver, Texas",hulver_tx,TX,8,14066,6399,1.24085205,,1.24085205,,,,1.24085205,,1.441e-05,,1.24083764,,,,1.441e-05,,,,2021,,,,5145,,1747,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6475,99261,6400,"Cedartown, Georgia",cedartown_ga,GA,10,14067,6400,2.10275212,0.00595096,2.09680116,,,0.00595096,2.09680116,0.00586762,1.26502655,8.335e-05,0.83177461,,,0.00586762,1.26502655,,,,2021,,,1290,1055,234,516,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6476,96228,6401,"Hart, Texas",hart_tx,TX,9,14068,6401,0.1114,,0.1114,,,,0.1114,,,,0.1114,,,,,,,,2021,,,,7364,,1886,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6477,76749,6402,"Manitou, Oklahoma",manitou_ok,OK,8,14069,6402,0.92345394,,0.92345394,,,,0.92345394,,,,0.92345394,,,,,,,,2021,,,,7365,,1887,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6478,73716,6403,"Coalgate, Oklahoma",coalgate_ok,OK,7,14070,6403,28.97494923,,28.97494923,,0.06269369,,28.91225555,,8.78955097,,20.18539826,,,,8.72685728,,,,2021,,,,251,,103,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6479,103226,6404,"Quitaque, Texas",quitaque_tx,TX,10,14071,6404,3.37002113,,3.37002113,,,,3.37002113,,0.03007501,,3.33994612,,,,0.03007501,,,,2021,,,,3638,,1540,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6480,96228,6405,"Velma, Oklahoma",velma_ok,OK,10,14072,6405,15.30406231,,15.30406231,,,,15.30406231,,1.26100046,,14.04306185,,,,1.26100046,,,,2021,,,,1058,,519,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6481,116757,6406,"Daisy, Oklahoma",daisy_ok,OK,12,14073,6406,15.43530747,,15.43530747,,0.0630595,,15.37224797,,8.97179544,,6.46351202,,,,8.90873853,,,,2021,,,,248,,101,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6482,91679,6407,"Stuttgart, Arkansas",stuttgart_ar,AR,9,14074,6407,0.00632313,,0.00632312,,0.00061318,,0.00570994,,,,0.00632312,,,,,,,,2021,,,,7366,,1888,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6483,96578,6408,"DeWitt, Arkansas",dewitt_ar,AR,10,14075,6408,0.00206436,,0.00206436,,1.69e-06,,0.00206267,,9e-07,,0.00206346,,,,9e-07,,,,2021,,,,5204,,1757,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6484,120139,6409,"Aiken, South Carolina",aiken_sc,SC,12,14076,6409,1.10779309,,1.10779309,,0.00496298,,1.10283011,,0.31718338,,0.79060971,,,,0.3124707,,,,2021,,,,2039,,1000,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6485,78732,6410,"Hamilton, Alabama",hamilton_al,AL,8,14077,6410,0.72121861,,0.72121861,,0.00451721,,0.71670139,,0.52372963,,0.19748898,,,,0.52035966,,,,2021,,,,1656,,806,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6486,89113,6411,"Cullman, Alabama",cullman_al,AL,9,14078,6411,3.2113346,,3.2113346,,,,3.2113346,,1.25610941,,1.95522519,,,,1.25610941,,,,2021,,,,1059,,520,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6487,89346,6412,"Sulphur, Oklahoma",sulphur_ok,OK,9,14079,6412,13.56786874,,13.56786874,,,,13.56786874,,2.43211117,,11.13575757,,,,2.43211117,,,,2021,,,,725,,333,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6488,81648,6413,"England, Arkansas",england_ar,AR,8,14080,6413,0.01972048,,0.01972048,,,,0.01972048,,0.00046425,,0.01925623,,,,0.00046425,,,,2021,,,,4862,,1720,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6489,108708,6414,"Duncan, Oklahoma",duncan_ok,OK,11,14081,6414,24.15968832,,24.15968832,,,,24.15968832,,1.6097523,,22.54993602,,,,1.6097523,,,,2021,,,,922,,437,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6490,75699,6415,"Oxford, Mississippi",oxford_ms,MS,7,14082,6415,2.58422651,0.02002532,2.56420119,0.019537,0.00029134,0.00048832,2.56390985,0.019537,1.52672379,0.00048832,1.0374774,,,,1.52643245,,,,2021,,,,945,,454,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6491,98444,6416,"Rayle, Georgia",rayle_ga,GA,10,14083,6416,0.09739758,,0.09739758,,,,0.09739758,,0.07186249,,0.02553509,,,,0.07186249,,,,2021,,,,3111,,1395,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6492,112674,6417,"Clarksdale, Mississippi",clarksdale_ms,MS,11,14084,6417,0.05925161,,0.05925161,,,,0.05925161,,,,0.05925161,,,,,,,,2021,,,,7367,,1889,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6493,106609,6418,"Williston, South Carolina",williston_sc,SC,11,14085,6418,0.54428995,,0.54428995,,0.00607617,,0.53821378,,0.07422742,,0.47006253,,,,0.07251335,,,,2021,,,,3105,,1393,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6494,104859,6419,"Batesville, Mississippi",batesville_ms,MS,11,14086,6419,2.12452853,,2.12452853,,0.00717881,,2.11734973,,0.89686128,,1.22766726,,,,0.8934737,,,,2021,,,,1285,,637,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6495,95295,6420,"Woodville, Georgia",woodville_ga,GA,10,14087,6420,0.1351005,0.00252722,0.13257325,0.00252722,0.0002052,,0.13236802,0.00247187,0.10414748,5.538e-05,0.02842577,,,,0.10396003,,,,2021,,,,2853,,1321,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6496,100194,6421,"Glenwood, Arkansas",glenwood_ar,AR,10,14088,6421,3.52929844,0.66339748,2.86590094,0.00360372,,0.65979376,2.86590094,0.66339748,1.30401036,,1.56189058,,,0.65979376,1.30401036,,,,2021,,,331,822,32,385,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6497,89813,6422,"Atlanta, Georgia",atlanta_ga,GA,9,14089,6422,1.35135015,,1.35135015,,0.00295039,,1.34839976,,0.19394386,,1.15740629,,,,0.19159986,,,,2021,,,,2403,,1156,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6498,84097,6423,"Bowman, South Carolina",bowman_sc,SC,9,14090,6423,1.18195032,,1.18195032,,,,1.18195032,,0.09448014,,1.08747018,,,,0.09448014,,,,2021,,,,2916,,1338,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6499,97511,6424,"Washington, Georgia",washington_ga,GA,9,14091,6424,0.08743088,,0.08743088,,0.00052245,,0.08690843,,0.05451223,,0.03291865,,,,0.05405201,,,,2021,,,,3298,,1447,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6500,110925,6425,"Peachtree Corners, Georgia",peachtree_corners_ga,GA,11,14092,6425,0.79795286,,0.79795286,,0.01119475,,0.78675812,,0.23724669,,0.56070618,,,,0.23042237,,,,2021,,,,2262,,1101,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6501,121306,6426,"Clayton, Oklahoma",clayton_ok,OK,12,14093,6426,15.25868188,,15.25868187,,0.96541229,,14.29326958,,8.67183763,,6.58684424,,,,7.85230794,,,,2021,,,,282,,117,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6502,109875,6427,"Wickes, Arkansas",wickes_ar,AR,11,14094,6427,17.0529096,0.51297402,16.53993558,0.00086907,0.02010454,0.51210496,16.51983103,0.51263062,10.7966849,0.0003434,5.74325068,,,0.51176156,10.77658036,,,,2021,,,368,201,39,82,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6503,92845,6428,"Gadsden, Alabama",gadsden_al,AL,9,14095,6428,3.41631184,,3.41631184,,0.00767295,,3.40863889,,1.98172813,,1.43458371,,,,1.97639526,,,,2021,,,,821,,384,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6504,92029,6429,"Oneonta, Alabama",oneonta_al,AL,9,14096,6429,3.08426692,,3.08426691,,0.00019965,,3.08406727,,1.39214828,,1.69211863,,,,1.39194864,,,,2021,,,,995,,480,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6505,90046,6430,"Arley, Alabama",arley_al,AL,9,14097,6430,3.17289755,0.017687,3.15521054,,,0.017687,3.15521054,0.01597261,1.85717487,0.0017144,1.29803568,,,0.01597261,1.85717487,,,,2021,,,1148,849,203,397,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6506,110575,6431,"Chillicothe, Texas",chillicothe_tx,TX,11,14098,6431,0.51841249,,0.51841249,,,,0.51841249,,,,0.51841249,,,,,,,,2021,,,,7368,,1890,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6507,104276,6432,"Walters, Oklahoma",walters_ok,OK,10,14099,6432,11.52187357,,11.52187357,,0.34890956,,11.17296402,,0.37607473,,11.14579885,,,,0.20241613,,,,2021,,,,2365,,1139,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6508,88996,6433,"Double Springs, Alabama",double_springs_al,AL,9,14100,6433,1.71709495,0.07292094,1.64417401,0.00031046,,0.07261049,1.64417401,0.07197838,1.17752277,0.00094256,0.46665124,,,0.07166793,1.17752277,,,,2021,,,837,1064,141,524,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6509,102177,6434,"Monroe, Georgia",monroe_ga,GA,10,14101,6434,0.3113145,,0.3113145,,0.00177299,,0.30954151,,0.1496458,,0.1616687,,,,0.14813329,,,,2021,,,,2592,,1234,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6510,111858,6435,"Muleshoe, Texas",muleshoe_tx,TX,11,14102,6435,5.47490002,,5.47490002,,,,5.47490002,,,,5.47490002,,,,,,,,2021,,,,7369,,1891,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6511,104043,6436,"Ada, Oklahoma",ada_ok,OK,10,14103,6436,10.78810965,,10.78810965,,0.32235838,,10.46575127,,1.86011405,,8.9279956,,,,1.83533357,,,,2021,,,,858,,401,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6512,100194,6437,"Jamestown, South Carolina",jamestown_sc,SC,10,14104,6437,2.8179969,0.82387605,1.99412085,0.00254719,0.03872522,0.8213289,1.95539562,0.3426954,0.99858221,0.48118065,0.99553864,,,0.3426954,0.99626422,,,,2021,,,456,1019,55,492,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6513,139152,6438,"Martinez, Georgia",martinez_ga,GA,14,14105,6438,0.71074643,0.00127877,0.70946766,,0.00150731,0.00127877,0.70796036,0.00126308,0.33508983,1.569e-05,0.37437782,,,0.00126308,0.3339182,,,,2021,,,1475,1988,278,973,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6514,99027,6439,"Jacksonville, Alabama",jacksonville_al,AL,10,14106,6439,3.08295575,0.03034704,3.05260871,,,0.03034704,3.05260871,0.03034704,1.85044183,,1.20216688,,,0.03034704,1.85044183,,,,2021,,,1028,847,181,396,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6515,132620,6440,"Amity, Arkansas",amity_ar,AR,14,14107,6440,6.81522838,0.31485226,6.50037611,0.0015403,0.01426211,0.31331196,6.486114,0.30333043,3.44900851,0.01152183,3.0513676,,,0.30179013,3.4347464,,,,2021,,,491,523,66,236,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6516,118856,6441,"White Hall, Arkansas",white_hall_ar,AR,12,14108,6441,0.18209587,,0.18209587,,,,0.18209587,,0.12348666,,0.05860921,,,,0.12348666,,,,2021,,,,2721,,1272,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6517,106376,6442,"McClellanville, South Carolina",mcclellanville_sc,SC,10,14109,6442,8.30570049,0.33597104,7.96972945,0.0850702,0.7718186,0.25090084,7.19791085,0.11635876,3.84077002,0.21961227,4.12895943,,,0.11001566,3.71555284,,,,2021,,,748,509,123,226,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6518,96228,6443,"Aiken, Texas",aiken_tx,TX,10,14110,6443,0.4135,,0.4135,,,,0.4135,,,,0.4135,,,,,,,,2021,,,,7370,,1892,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6519,119906,6444,"Sheridan, Arkansas",sheridan_ar,AR,12,14111,6444,0.71843851,,0.71843851,,,,0.71843851,,0.37599041,,0.34244809,,,,0.37599041,,,,2021,,,,1899,,928,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6520,97861,6445,"Bruce, Mississippi",bruce_ms,MS,10,14112,6445,1.02028736,,1.02028736,,,,1.02028736,,0.59291533,,0.42737203,,,,0.59291533,,,,2021,,,,1576,,770,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6521,94478,6446,"Battiest, Oklahoma",battiest_ok,OK,8,14113,6446,5.48565691,0.11350499,5.37215192,,0.02671506,0.11350499,5.34543686,0.11350499,3.97489749,,1.39725443,,,0.11350499,3.9519846,,,,2021,,,741,484,120,210,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6522,95528,6447,"Kirby, Arkansas",kirby_ar,AR,9,14114,6447,1.25916601,0.03052879,1.22863722,,0.05287324,0.03052879,1.17576397,0.03051413,0.69524743,1.467e-05,0.53338978,,,0.03051413,0.65363865,,,,2021,,,1027,1469,180,725,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6523,107425,6448,"Grandfield, Oklahoma",grandfield_ok,OK,11,14115,6448,1.94200364,,1.94200364,,,,1.94200364,,,,1.94200364,,,,,,,,2021,,,,7371,,1893,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6524,91562,6449,"Amory, Mississippi",amory_ms,MS,9,14116,6449,0.84597244,,0.84597244,,0.01955263,,0.82641981,,0.19117374,,0.6547987,,,,0.18885199,,,,2021,,,,2416,,1161,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6525,70567,6450,"Vernon, Texas",vernon_tx,TX,7,14117,6450,0.79510026,,0.79510026,,,,0.79510026,,,,0.79510026,,,,,,,,2021,,,,7372,,1894,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6526,124105,6451,"East Point, Georgia",east_point_ga,GA,13,14118,6451,1.0800565,,1.08005649,,0.02210821,,1.05794828,,0.24247607,,0.83758042,,,,0.2252601,,,,2021,,,,2287,,1109,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6527,105209,6452,"St. George, South Carolina",st._george_sc,SC,11,14119,6452,4.20177487,,4.20177487,,,,4.20177487,,0.87024824,,3.33152663,,,,0.87024824,,,,2021,,,,1303,,647,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6528,90279,6453,"Greensboro, Georgia",greensboro_ga,GA,9,14120,6453,0.17960816,0.00289598,0.17671218,0.00264364,0.00010538,0.00025234,0.17660677,0.00287881,0.11115941,1.714e-05,0.06555277,,,0.00025234,0.11112769,,,,2021,,,1605,2801,306,1302,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6529,111508,6454,"Tutwiler, Mississippi",tutwiler_ms,MS,11,14121,6454,0.04739896,,0.04739896,,0.00049522,,0.04690374,,,,0.04739896,,,,,,,,2021,,,,7373,,1895,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6530,85264,6455,"Ardmore, Oklahoma",ardmore_ok,OK,9,14122,6455,35.19106996,,35.19106996,,,,35.19106996,,4.95647375,,30.23459621,,,,4.95647375,,,,2021,,,,416,,175,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6531,90629,6456,"Jasper, Alabama",jasper_al,AL,9,14123,6456,4.67435001,,4.67435001,,0.00355528,,4.67079473,,3.15065843,,1.52369158,,,,3.14710315,,,,2021,,,,603,,275,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6532,111275,6457,"Paducah, Texas",paducah_tx,TX,11,14124,6457,1.56213998,,1.56213997,,0.02241167,,1.5397283,,4.727e-05,,1.5620927,,,,4.727e-05,,,,2021,,,,5088,,1741,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6533,99727,6458,"Baker, Texas",baker_tx,TX,10,14125,6458,0.82081347,,0.82081347,,,,0.82081347,,0.01316374,,0.80764973,,,,0.01316374,,,,2021,,,,4016,,1602,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6534,69984,6459,"Tishomingo, Oklahoma",tishomingo_ok,OK,7,14126,6459,11.71251484,,11.71251484,,0.28816845,,11.42434639,,4.11359679,,7.59891805,,,,3.97389065,,,,2021,,,,495,,216,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6535,116290,6460,"Branchville, South Carolina",branchville_sc,SC,12,14127,6460,1.23812897,,1.23812896,,,,1.23812896,,0.28167866,,0.9564503,,,,0.28167866,,,,2021,,,,2122,,1038,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6536,71967,6461,"Whiteflat, Texas",whiteflat_tx,TX,7,14128,6461,3.97484223,,3.97484223,,,,3.97484223,,0.00528442,,3.96955781,,,,0.00528442,,,,2021,,,,4330,,1654,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6537,100427,6462,"Atoka, Oklahoma",atoka_ok,OK,10,14129,6462,22.66629713,,22.66629713,,,,22.66629713,,4.17408848,,18.49220865,,,,4.17408848,,,,2021,,,,474,,207,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6538,95062,6463,"Lane, Oklahoma",lane_ok,OK,9,14130,6463,8.88884488,,8.88884488,,0.00350801,,8.88533687,,2.82342084,,6.06542404,,,,2.82182629,,,,2021,,,,654,,295,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
6539,97278,6464,"Eagletown, Oklahoma",eagletown_ok,OK,10,14131,6464,0.97057784,0.23259983,0.73797801,0.00023118,0.00125567,0.23236865,0.73672234,0.23259983,0.62826009,,0.10971789,,,0.23236865,0.62700441,,,,2021,,,562,1310,85,650,2021/01/01 00:00:00+00,9999/01/01 00:00:00+00
